SKU,Description,Extended Descriptions,Department,Category,MSRP,Supplier,SupplierCost,Reordernumber,Default Price,Default Cost,Size,Color,Team,Syncode 1 (Product Line),Barcode Number,Style,League,Series/Sport,Royalty Class,Season,Driver/Player Marks,Car/Player #,Sponsor,Year,Event/Program Marks,Owner,NTP Code,Royalty Code,Brand,Country Origin,Royalty Free,ParentLocation,ImportToAllLocations,BarcodeType,Taxable,ImportCompleted,SpecialInstructions,LocationKey,TaxGroup,ReplyTo
,CAP FITTED METAL FRAMED,,HEADWEAR,ADJUSTABLE,$39.00 ,NoSupplier,$16.15 ,NEW,$39.00 ,$16.15 ,7,BLK,San Francisco Giants,Inherited,43038,CAP FITTED METAL FRAMED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP FITTED METAL FRAMED,,HEADWEAR,ADJUSTABLE,$39.00 ,NoSupplier,$16.15 ,NEW,$39.00 ,$16.15 ,7 1/8,BLK,San Francisco Giants,Inherited,18466,CAP FITTED METAL FRAMED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP FITTED METAL FRAMED,,HEADWEAR,ADJUSTABLE,$39.00 ,NoSupplier,$16.15 ,NEW,$39.00 ,$16.15 ,7 1/4,BLK,San Francisco Giants,Inherited,32440,CAP FITTED METAL FRAMED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP FITTED METAL FRAMED,,HEADWEAR,ADJUSTABLE,$39.00 ,NoSupplier,$16.15 ,NEW,$39.00 ,$16.15 ,7 3/8,BLK,San Francisco Giants,Inherited,16449,CAP FITTED METAL FRAMED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP FITTED METAL FRAMED,,HEADWEAR,ADJUSTABLE,$39.00 ,NoSupplier,$16.15 ,NEW,$39.00 ,$16.15 ,7 1/2,BLK,San Francisco Giants,Inherited,14028,CAP FITTED METAL FRAMED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP FITTED METAL FRAMED,,HEADWEAR,ADJUSTABLE,$39.00 ,NoSupplier,$16.15 ,NEW,$39.00 ,$16.15 ,7 5/8,BLK,San Francisco Giants,Inherited,300898,CAP FITTED METAL FRAMED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP FITTED METAL FRAMED,,HEADWEAR,ADJUSTABLE,$39.00 ,NoSupplier,$16.15 ,NEW,$39.00 ,$16.15 ,7 3/4,BLK,San Francisco Giants,Inherited,9281,CAP FITTED METAL FRAMED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP FITTED METAL FRAMED,,HEADWEAR,ADJUSTABLE,$39.00 ,NoSupplier,$16.15 ,NEW,$39.00 ,$16.15 ,7 7/8,BLK,San Francisco Giants,Inherited,302116,CAP FITTED METAL FRAMED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP FITTED METAL FRAMED,,HEADWEAR,ADJUSTABLE,$39.00 ,NoSupplier,$16.15 ,NEW,$39.00 ,$16.15 ,8,BLK,San Francisco Giants,Inherited,300729,CAP FITTED METAL FRAMED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP LDS LOGO SCATTER,,HEADWEAR,ADJUSTABLE,$29.00 ,NoSupplier,$11.05 ,NEW,$29.00 ,$11.05 ,,BLK,San Francisco Giants,Inherited,14843,CAP LDS LOGO SCATTER,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP STRETCH CAMO FRONT NEO,,HEADWEAR,ADJUSTABLE,$30.00 ,NoSupplier,$11.05 ,NEW,$30.00 ,$11.05 ,SM/MED,CAMO,San Francisco Giants,Inherited,14842,CAP STRETCH CAMO FRONT NEO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP STRETCH CAMO FRONT NEO,,HEADWEAR,ADJUSTABLE,$30.00 ,NoSupplier,$11.05 ,NEW,$30.00 ,$11.05 ,MED/LG,CAMO,San Francisco Giants,Inherited,22528,CAP STRETCH CAMO FRONT NEO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP STRETCH CAMO FRONT NEO,,HEADWEAR,ADJUSTABLE,$30.00 ,NoSupplier,$11.05 ,NEW,$30.00 ,$11.05 ,LG/XLG,CAMO,San Francisco Giants,Inherited,14096,CAP STRETCH CAMO FRONT NEO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP TODD FUZZY FRONT,,HEADWEAR,ADJUSTABLE,$20.00 ,NoSupplier,$8.50 ,NEW,$20.00 ,$8.50 ,,BLK,San Francisco Giants,Inherited,303260,CAP TODD FUZZY FRONT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP TODD LOVELY FAN,,HEADWEAR,ADJUSTABLE,$20.00 ,NoSupplier,$8.50 ,NEW,$20.00 ,$8.50 ,,BLK,San Francisco Giants,Inherited,305508,CAP TODD LOVELY FAN,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP YTH COLOR TRIM,,HEADWEAR,ADJUSTABLE,$25.00 ,NoSupplier,$8.50 ,NEW,$25.00 ,$8.50 ,,BLK,San Francisco Giants,Inherited,307555,CAP YTH COLOR TRIM,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP YTH STRETCH CAMO FRONT,,HEADWEAR,ADJUSTABLE,$29.00 ,NoSupplier,$9.35 ,NEW,$29.00 ,$9.35 ,,CAMO,San Francisco Giants,Inherited,520,CAP YTH STRETCH CAMO FRONT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,BEANIE BRAIN FREEZE CUFF,,HEADWEAR,ADJUSTABLE,$25.00 ,NoSupplier,$9.35 ,TWI,$25.00 ,$9.35 ,,BLK,San Francisco Giants,Inherited,16675,BEANIE BRAIN FREEZE CUFF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,BEANIE BREAKAWAY POM,,HEADWEAR,ADJUSTABLE,$25.00 ,NoSupplier,$8.50 ,TWI,$25.00 ,$8.50 ,,BKORWH,San Francisco Giants,Inherited,14813,BEANIE BREAKAWAY POM,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,BEANIE LDS FIONA CUFF,,HEADWEAR,ADJUSTABLE,$25.00 ,NoSupplier,$9.35 ,TWI,$25.00 ,$9.35 ,,BLK,San Francisco Giants,Inherited,14018,BEANIE LDS FIONA CUFF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,BEANIE LDS LESLIE POM,,HEADWEAR,ADJUSTABLE,$25.00 ,NoSupplier,$9.35 ,TWI,$25.00 ,$9.35 ,,BKORWH,San Francisco Giants,Inherited,18728,BEANIE LDS LESLIE POM,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,BEANIE NOREASTER POM,,HEADWEAR,ADJUSTABLE,$25.00 ,NoSupplier,$10.20 ,TWI,$25.00 ,$10.20 ,,GREY,San Francisco Giants,Inherited,9284,BEANIE NOREASTER POM,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP ADJ CAMO CARGO,,HEADWEAR,ADJUSTABLE,$29.00 ,NoSupplier,$10.40 ,TWI,$29.00 ,$10.40 ,,CAMO,San Francisco Giants,Inherited,305550,CAP ADJ CAMO CARGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP ADJ FURY FORWARD,,HEADWEAR,ADJUSTABLE,$29.00 ,NoSupplier,$10.40 ,TWI,$29.00 ,$10.40 ,,GREY,San Francisco Giants,Inherited,305658,CAP ADJ FURY FORWARD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP ADJ HUDSON,,HEADWEAR,ADJUSTABLE,$29.00 ,NoSupplier,$10.00 ,TWI,$29.00 ,$10.00 ,,GREY,San Francisco Giants,Inherited,17522,CAP ADJ HUDSON,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP ADJ MACCORMACK,,HEADWEAR,ADJUSTABLE,$29.00 ,NoSupplier,$11.50 ,TWI,$29.00 ,$11.50 ,,CHAR,San Francisco Giants,Inherited,7698,CAP ADJ MACCORMACK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP ADJ REALTREE FROST MVP,,HEADWEAR,ADJUSTABLE,$29.00 ,NoSupplier,$10.00 ,TWI,$29.00 ,$10.00 ,,CAMO,San Francisco Giants,Inherited,302275,CAP ADJ REALTREE FROST MVP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP LDS COURTNEY,,HEADWEAR,ADJUSTABLE,$29.00 ,NoSupplier,$10.40 ,TWI,$29.00 ,$10.40 ,,WHI,San Francisco Giants,Inherited,46211,CAP LDS COURTNEY,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP LDS TARPOON MIATA,,HEADWEAR,ADJUSTABLE,$29.00 ,NoSupplier,$11.65 ,TWI,$29.00 ,$11.65 ,,CAMO,San Francisco Giants,Inherited,14619,CAP LDS TARPOON MIATA,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CAP SNAP ALTITUDE MVP,,HEADWEAR,ADJUSTABLE,$29.00 ,NoSupplier,$11.50 ,TWI,$29.00 ,$11.50 ,,BKWHOR,San Francisco Giants,Inherited,302287,CAP SNAP ALTITUDE MVP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,NB JERSEY ROMPER ONEPICE,,KIDS,SS TEES,$45.00 ,NoSupplier,$15.75 ,OUTER,$45.00 ,$15.75 ,0/3 M,ORG,San Francisco Giants,Inherited,12716,NB JERSEY ROMPER ONEPICE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF G N&N POSEY TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$7.50 ,OUTER,$20.00 ,$7.50 ,24,DK PINK,San Francisco Giants,Inherited,303259,INF G N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD ALT N&N POSEY TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$6.80 ,OUTER,$20.00 ,$6.80 ,4T,ORG,San Francisco Giants,Inherited,18668,TODD ALT N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,NB G POSEY ROMPER ONEPIECE,,KIDS,SS TEES,$45.00 ,NoSupplier,$19.00 ,OUTER,$45.00 ,$19.00 ,0/3 M,PINK,San Francisco Giants,Inherited,46373,NB G POSEY ROMPER ONEPIECE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,NB G POSEY ROMPER ONEPIECE,,KIDS,SS TEES,$45.00 ,NoSupplier,$19.00 ,OUTER,$45.00 ,$19.00 ,3/6 M,PINK,San Francisco Giants,Inherited,302342,NB G POSEY ROMPER ONEPIECE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD ALT N&N POSEY TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$6.80 ,OUTER,$20.00 ,$6.80 ,2T,ORG,San Francisco Giants,Inherited,305526,TODD ALT N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF G N&N POSEY TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$7.50 ,OUTER,$20.00 ,$7.50 ,18,DK PINK,San Francisco Giants,Inherited,13993,INF G N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,NB JERSEY ROMPER ONEPICE,,KIDS,SS TEES,$45.00 ,NoSupplier,$15.75 ,OUTER,$45.00 ,$15.75 ,3/6 M,ORG,San Francisco Giants,Inherited,307557,NB JERSEY ROMPER ONEPICE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,NB JERSEY ROMPER ONEPICE,,KIDS,SS TEES,$45.00 ,NoSupplier,$15.75 ,OUTER,$45.00 ,$15.75 ,6/9 M,ORG,San Francisco Giants,Inherited,30257,NB JERSEY ROMPER ONEPICE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,NB JERSEY ROMPER ONEPICE,,KIDS,SS TEES,$45.00 ,NoSupplier,$15.75 ,OUTER,$45.00 ,$15.75 ,0/3 M,CREAM,San Francisco Giants,Inherited,14123,NB JERSEY ROMPER ONEPICE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD ALT N&N POSEY TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$6.80 ,OUTER,$20.00 ,$6.80 ,3T,ORG,San Francisco Giants,Inherited,300638,TODD ALT N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF G N&N POSEY TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$7.50 ,OUTER,$20.00 ,$7.50 ,12MO,DK PINK,San Francisco Giants,Inherited,300625,INF G N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,NB JERSEY ROMPER ONEPICE,,KIDS,SS TEES,$45.00 ,NoSupplier,$15.75 ,OUTER,$45.00 ,$15.75 ,3/6 M,CREAM,San Francisco Giants,Inherited,302556,NB JERSEY ROMPER ONEPICE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,NB JERSEY ROMPER ONEPICE,,KIDS,SS TEES,$45.00 ,NoSupplier,$15.75 ,OUTER,$45.00 ,$15.75 ,6/9 M,CREAM,San Francisco Giants,Inherited,32488,NB JERSEY ROMPER ONEPICE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF GIANTS BALL FULL ZIP HOOD,,KIDS,SS TEES,$38.00 ,NoSupplier,$13.85 ,BIM,$38.00 ,$13.85 ,6MO,DK GRY,San Francisco Giants,Inherited,302473,INF GIANTS BALL FULL ZIP HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF GIANTS BALL FULL ZIP HOOD,,KIDS,SS TEES,$38.00 ,NoSupplier,$13.85 ,BIM,$38.00 ,$13.85 ,12MO,DK GRY,San Francisco Giants,Inherited,18014,INF GIANTS BALL FULL ZIP HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF GIANTS BALL FULL ZIP HOOD,,KIDS,SS TEES,$38.00 ,NoSupplier,$13.85 ,BIM,$38.00 ,$13.85 ,18MO,DK GRY,San Francisco Giants,Inherited,302187,INF GIANTS BALL FULL ZIP HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 INF X BAT BODYSUIT,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.90 ,BIM,$25.00 ,$8.90 ,,GRY,San Francisco Giants,Inherited,300899,SPTR19 INF X BAT BODYSUIT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 TODD BATTING HELMET TEE,,KIDS,SS TEES,$22.00 ,NoSupplier,$7.60 ,BIM,$22.00 ,$7.60 ,,GRY,San Francisco Giants,Inherited,16694,SPTR19 TODD BATTING HELMET TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 TODD GIANTS BB STITCHES,,KIDS,SS TEES,$22.00 ,NoSupplier,$7.60 ,BIM,$22.00 ,$7.60 ,,WHT,San Francisco Giants,Inherited,300319,SPTR19 TODD GIANTS BB STITCHES,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF FR ZIP UP SLEEP COVERALL,,KIDS,SS TEES,$28.00 ,NoSupplier,$9.50 ,OUTER,$28.00 ,$9.50 ,12MO,BLK,San Francisco Giants,Inherited,11373,INF FR ZIP UP SLEEP COVERALL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF FR ZIP UP SLEEP COVERALL,,KIDS,SS TEES,$28.00 ,NoSupplier,$9.50 ,OUTER,$28.00 ,$9.50 ,18MO,BLK,San Francisco Giants,Inherited,17305,INF FR ZIP UP SLEEP COVERALL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF FR ZIP UP SLEEP COVERALL,,KIDS,SS TEES,$28.00 ,NoSupplier,$9.50 ,OUTER,$28.00 ,$9.50 ,24MO,BLK,San Francisco Giants,Inherited,300377,INF FR ZIP UP SLEEP COVERALL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD FR ZIP UP SLEEP COVERALL,,KIDS,SS TEES,$28.00 ,NoSupplier,$10.45 ,OUTER,$28.00 ,$10.45 ,2T,BLK,San Francisco Giants,Inherited,305509,TODD FR ZIP UP SLEEP COVERALL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD FR ZIP UP SLEEP COVERALL,,KIDS,SS TEES,$28.00 ,NoSupplier,$10.45 ,OUTER,$28.00 ,$10.45 ,3T,BLK,San Francisco Giants,Inherited,16860,TODD FR ZIP UP SLEEP COVERALL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD FR ZIP UP SLEEP COVERALL,,KIDS,SS TEES,$28.00 ,NoSupplier,$10.45 ,OUTER,$28.00 ,$10.45 ,4T,BLK,San Francisco Giants,Inherited,302705,TODD FR ZIP UP SLEEP COVERALL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,6MO,GRY,San Francisco Giants,Inherited,7706,INF BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,12MO,GRY,San Francisco Giants,Inherited,15122,INF BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,18MO,GRY,San Francisco Giants,Inherited,10612,INF BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,6MO,PNK,San Francisco Giants,Inherited,300906,INF BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,12MO,PNK,San Francisco Giants,Inherited,16698,INF BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,INF BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,18MO,PNK,San Francisco Giants,Inherited,16662,INF BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 TODD BALL LOGO TEE,,KIDS,SS TEES,$22.00 ,NoSupplier,$7.25 ,SOFT,$22.00 ,$7.25 ,,ORG,San Francisco Giants,Inherited,9303,SPTR19 TODD BALL LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 TODD G CACTUS TEE,,KIDS,SS TEES,$22.00 ,NoSupplier,$7.25 ,SOFT,$22.00 ,$7.25 ,,WHT,San Francisco Giants,Inherited,18729,SPTR19 TODD G CACTUS TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 TODD G HEART RUFFLE TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$9.25 ,SOFT,$25.00 ,$9.25 ,,BLK,San Francisco Giants,Inherited,300300,SPTR19 TODD G HEART RUFFLE TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,2T,GRY,San Francisco Giants,Inherited,4359,TODD BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,4T,GRY,San Francisco Giants,Inherited,11822,TODD BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,5/6T,GRY,San Francisco Giants,Inherited,305527,TODD BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,2T,PNK,San Francisco Giants,Inherited,305538,TODD BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,4T,PNK,San Francisco Giants,Inherited,305507,TODD BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD BASEBALL LINED HOOD,,KIDS,SS TEES,$40.00 ,NoSupplier,$14.00 ,SOFT,$40.00 ,$14.00 ,5/6T,PNK,San Francisco Giants,Inherited,7616,TODD BASEBALL LINED HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD G DOT SF RUFFLE HEM TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$9.25 ,SOFT,$25.00 ,$9.25 ,2T,BLK,San Francisco Giants,Inherited,302264,TODD G DOT SF RUFFLE HEM TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD G DOT SF RUFFLE HEM TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$9.25 ,SOFT,$25.00 ,$9.25 ,3T,BLK,San Francisco Giants,Inherited,17697,TODD G DOT SF RUFFLE HEM TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD G DOT SF RUFFLE HEM TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$9.25 ,SOFT,$25.00 ,$9.25 ,4T,BLK,San Francisco Giants,Inherited,8805,TODD G DOT SF RUFFLE HEM TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD G HEART BASEBALL TEE,,KIDS,SS TEES,$22.00 ,NoSupplier,$8.25 ,SOFT,$22.00 ,$8.25 ,2T,PNK,San Francisco Giants,Inherited,5981,TODD G HEART BASEBALL TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD G HEART BASEBALL TEE,,KIDS,SS TEES,$22.00 ,NoSupplier,$8.25 ,SOFT,$22.00 ,$8.25 ,3T,PNK,San Francisco Giants,Inherited,305551,TODD G HEART BASEBALL TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD G HEART BASEBALL TEE,,KIDS,SS TEES,$22.00 ,NoSupplier,$8.25 ,SOFT,$22.00 ,$8.25 ,4T,PNK,San Francisco Giants,Inherited,305545,TODD G HEART BASEBALL TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD G MULTI HEARTS TEE,,KIDS,SS TEES,$22.00 ,NoSupplier,$8.25 ,SOFT,$22.00 ,$8.25 ,2T,ORG,San Francisco Giants,Inherited,6870,TODD G MULTI HEARTS TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD G MULTI HEARTS TEE,,KIDS,SS TEES,$22.00 ,NoSupplier,$8.25 ,SOFT,$22.00 ,$8.25 ,3T,ORG,San Francisco Giants,Inherited,305537,TODD G MULTI HEARTS TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TODD G MULTI HEARTS TEE,,KIDS,SS TEES,$22.00 ,NoSupplier,$8.25 ,SOFT,$22.00 ,$8.25 ,4T,ORG,San Francisco Giants,Inherited,305654,TODD G MULTI HEARTS TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
